white_elo,black_elo,eco,opening,result,num_plies,time_control
1945,1958,A40,Horwitz Defense,0-1,66,60+0
1555,1575,B01,Scandinavian Defense: Mieses-Kotroc Variation,1/2-1/2,104,600+0
1129,1168,B50,Sicilian Defense: Modern Variations,1-0,67,600+0
1737,1733,C50,Italian Game: Anti-Fried Liver Defense,0-1,30,600+0
1329,1362,C60,Ruy Lopez: Lucena Variation,1-0,79,600+0
1587,1616,C41,Philidor Defense,1-0,49,600+0
1279,1283,D02,Queen's Pawn Game: Chigorin Variation,0-1,36,600+0
1263,1214,B51,Sicilian Defense: Moscow Variation,0-1,66,600+0
1768,1745,C00,French Defense: Steinitz Attack,1-0,139,600+0
770,894,D00,Queen's Pawn Game: Accelerated London System,1-0,39,600+0
1541,1551,C13,French Defense: Classical Variation,1-0,33,600+0
1742,1660,B06,Modern Defense,1-0,67,15+0
2828,2911,B10,Caro-Kann Defense: Two Knights Attack,1/2-1/2,123,600+5
1788,1960,B00,Pirc Defense,0-1,76,180+0
2381,2356,B01,Scandinavian Defense,1-0,57,60+0
1153,1121,B00,Pirc Defense,1-0,75,600+0
1705,1771,B23,Sicilian Defense: Grand Prix Attack,0-1,32,1800+0
2129,2085,C45,Scotch Game: Classical Variation,1-0,57,1800+0
1491,1445,D20,Queen's Gambit Accepted,1-0,91,1800+0
1439,1424,C41,Philidor Defense,1-0,81,1800+0
1285,1323,A00,Van't Kruijs Opening,1-0,13,180+0
1865,1939,C44,Scotch Game: Scotch Gambit,0-1,104,180+0
1989,1967,C50,Italian Game: Rousseau Gambit,0-1,40,180+0
1789,1857,A01,Nimzo-Larsen Attack: Classical Variation,0-1,122,180+0
1642,1606,B20,Sicilian Defense: Bowdler Attack,0-1,38,180+0
1772,1757,D00,"Queen's Pawn Game: Chigorin Variation, Alburt Defense",0-1,112,180+0
2044,2015,B23,Sicilian Defense: Closed,1-0,52,180+0
2099,2068,B20,"Sicilian Defense: Wing Gambit, Marshall Variation",1-0,75,180+0
1702,1681,B01,Scandinavian Defense,1-0,48,180+0
2207,2192,A58,Benko Gambit Accepted: Fully Accepted Variation,0-1,118,180+0
1132,974,B02,Alekhine Defense: Krejcik Variation,1-0,41,180+0
1325,1425,B02,Alekhine Defense: Mokele Mbembe,1-0,42,180+0
1327,1719,B01,Scandinavian Defense: Valencian Variation,1-0,43,180+0
1538,1638,C41,Philidor Defense: Exchange Variation,1-0,71,180+0
1477,1475,C34,King's Gambit Accepted: Bonsch-Osmolovsky Variation,0-1,62,180+0
1197,1194,A06,Zukertort Opening: Tennison Gambit,0-1,66,180+0
1517,1517,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",1-0,81,180+0
1626,1550,C41,Philidor Defense,1-0,23,0+1
1477,1506,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,50,180+2
1642,1629,D53,Queen's Gambit Declined,1-0,109,180+2
2024,2042,B12,"Caro-Kann Defense: Advance Variation, Short Variation",1-0,71,180+2
1185,1199,B00,Pirc Defense,0-1,66,180+2
1081,1089,A45,Indian Defense: Accelerated London System,1-0,43,180+2
1649,1780,B90,Sicilian Defense: Najdorf Variation,0-1,56,180+2
893,801,C46,Three Knights Opening,0-1,52,180+2
1435,1475,C50,"Italian Game: Giuoco Pianissimo, Normal",1/2-1/2,117,180+2
1736,1707,D43,Semi-Slav Defense,0-1,46,180+2
1784,1809,A40,Kangaroo Defense,1/2-1/2,45,180+2
1400,1406,C20,King's Pawn Game: MacLeod Attack,0-1,30,180+2
1501,1571,D00,Queen's Pawn Game,0-1,106,60+0
2268,2252,A01,Nimzo-Larsen Attack: Classical Variation,1-0,31,60+0
1911,1925,A00,Hungarian Opening,1-0,73,60+0
1476,1492,C40,King's Pawn Game: McConnell Defense,0-1,70,60+0
1944,1990,C00,French Defense: Knight Variation,1-0,49,60+0
1533,1479,D06,Queen's Gambit Declined: Marshall Defense,1-0,79,15+0
2166,2163,B06,Modern Defense,0-1,106,60+0
2067,2178,B12,Caro-Kann Defense,0-1,90,120+1
1207,1243,A22,English Opening: Carls-Bremen System,1/2-1/2,100,120+1
2083,2166,C02,"French Defense: Advance Variation, Paulsen Attack",0-1,104,120+1
1075,1079,C34,King's Gambit Accepted: Fischer Defense,1-0,115,120+1
1400,1368,B00,Pirc Defense,1-0,47,120+1
1511,1508,B33,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",1/2-1/2,120,120+1
1664,1691,C25,Vienna Game: Max Lange Defense,0-1,56,120+1
1430,1416,D00,Queen's Pawn Game: Accelerated London System,1-0,71,120+1
1938,1944,A10,English Opening: Anglo-Scandinavian Defense,0-1,96,120+1
1813,1748,D06,Queen's Gambit Declined: Marshall Defense,1-0,57,120+1
991,994,C40,King's Pawn Game: Busch-Gass Gambit,1-0,123,120+1
1827,1900,C41,Philidor Defense,0-1,68,120+1
1913,1968,A01,Nimzo-Larsen Attack,0-1,138,0+1
1349,1329,A43,Benoni Defense: Benoni Gambit Accepted,1-0,17,300+0
1791,1803,A30,English Opening: Symmetrical Variation,1-0,75,300+0
1575,1601,D00,Queen's Pawn Game,1-0,99,300+0
1947,1908,C44,Ponziani Opening,1/2-1/2,128,300+0
1020,1054,D00,Queen's Pawn Game,0-1,68,300+0
1706,1718,B06,Modern Defense,0-1,72,300+0
1115,1161,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",0-1,72,300+0
972,901,C42,Petrov's Defense: Italian Variation,0-1,82,300+0
1810,1806,D00,Queen's Pawn Game: Accelerated London System,0-1,22,300+0
1515,1485,A00,Hungarian Opening,0-1,134,300+0
1897,1898,C02,French Defense: Advance Variation,1-0,119,300+0
1365,1369,C41,Philidor Defense,1-0,71,300+0
1730,1720,C48,Four Knights Game: Spanish Variation,0-1,34,300+0
1246,1228,C20,King's Pawn Game: Leonardis Variation,0-1,22,300+0
1175,1265,D10,Slav Defense,1-0,65,300+0
1414,1394,B08,Pirc Defense: Classical Variation,0-1,58,300+0
1607,1594,B06,Modern Defense,1-0,63,60+0
1319,1332,A00,Ware Opening: Crab Variation,0-1,112,60+0
1873,1895,A00,Hungarian Opening,1-0,65,60+0
1131,1166,C42,Petrov's Defense: Three Knights Game,0-1,46,60+0
2273,2273,A40,Queen's Pawn Game: Modern Defense,0-1,106,60+0
1634,1634,C01,French Defense: Exchange Variation,0-1,14,60+0
1899,1899,A00,Polish Opening,0-1,68,60+0
831,963,B02,Alekhine Defense: Sämisch Attack,0-1,56,60+0
924,822,B00,Ware Defense,0-1,34,60+0
1659,1665,B01,Scandinavian Defense,1-0,71,60+0
1565,1483,C46,Three Knights Opening,1-0,71,60+0
1276,1282,A06,Zukertort Opening: Tennison Gambit,0-1,50,60+0
2067,2110,B01,Scandinavian Defense: Main Line,1-0,77,60+0
2016,2026,B30,Sicilian Defense: Old Sicilian,0-1,46,60+0
1285,1298,C01,French Defense: Exchange Variation,1-0,27,60+0
1480,1467,C56,"Italian Game: Two Knights Defense, Perreux Variation",1-0,31,60+0
2169,2198,A52,"Indian Defense: Budapest Defense, Rubinstein Variation",1-0,107,300+0
2140,2192,A00,Van't Kruijs Opening,1-0,105,60+0
1313,1253,B01,Scandinavian Defense,0-1,26,15+0
958,979,C00,French Defense: Normal Variation,1-0,165,90+2
1588,1630,C44,Scotch Game,0-1,84,0+1
1938,2119,B10,Caro-Kann Defense,0-1,64,60+0
2109,2217,B20,Sicilian Defense,0-1,72,60+0
1867,2034,C00,French Defense,0-1,58,60+0
1765,1661,C30,King's Gambit Declined: Norwalde Variation,1-0,61,60+0
1435,1814,A40,Horwitz Defense,0-1,44,60+0
2096,1782,A01,Nimzo-Larsen Attack: Indian Variation,1-0,59,60+0
2261,2418,C20,King's Pawn Game: Wayward Queen Attack,1-0,63,60+0
1681,1691,C00,French Defense: Knight Variation,0-1,116,60+0
1592,1613,C00,French Defense,1-0,41,60+0
1235,1236,B23,"Sicilian Defense: Closed, Traditional",1-0,41,60+0
1947,1950,B01,Scandinavian Defense,0-1,90,60+0
1574,1545,C30,King's Gambit Declined: Petrov's Defense,0-1,42,60+0
1346,1391,B12,Caro-Kann Defense: Advance Variation,1-0,68,900+0
2442,2469,B40,"Sicilian Defense: Pin Variation, Koch Variation",0-1,30,60+0
1691,1730,B06,Modern Defense,0-1,46,60+0
1381,1403,B00,Owen Defense,1-0,27,60+0
1817,1814,B50,"Sicilian Defense: Modern Variations, Tartakower",0-1,112,60+0
1973,1907,C02,"French Defense: Advance Variation, Nimzowitsch System",0-1,72,60+0
1765,1778,A85,Dutch Defense: Queen's Knight Variation,0-1,48,60+0
2175,2187,A00,Mieses Opening,0-1,76,60+0
884,888,D00,Queen's Pawn Game: Accelerated London System,1-0,51,60+0
1565,1510,C00,French Defense: Queen's Knight,0-1,58,60+0
2635,2632,C40,Elephant Gambit: Paulsen Countergambit,0-1,104,60+0
2224,2289,B10,Caro-Kann Defense,0-1,84,60+0
1291,1255,A45,Indian Defense: Accelerated London System,1-0,39,60+0
1869,1885,B23,"Sicilian Defense: Closed, Traditional",1-0,83,60+0
2098,2122,D10,Slav Defense,0-1,86,60+0
1680,1587,A00,Van't Kruijs Opening,0-1,58,60+0
1986,1978,B21,Sicilian Defense: Smith-Morra Gambit,0-1,46,60+0
1269,1267,C47,Four Knights Game: Scotch Variation Accepted,1/2-1/2,102,300+0
1281,1313,B02,Alekhine Defense,1-0,43,180+2
2008,2017,C78,Ruy Lopez: Morphy Defense,0-1,74,180+2
1624,1645,B01,"Scandinavian Defense: Main Line, Leonhardt Gambit",0-1,40,180+2
1942,1871,D86,"Grünfeld Defense: Exchange Variation, Classical Variation",0-1,34,180+2
1121,1053,D00,Queen's Pawn Game: Accelerated London System,1-0,103,180+2
1747,1735,D10,Slav Defense,1-0,49,180+2
1558,1576,C29,Vienna Game: Vienna Gambit,0-1,96,180+2
1520,1554,B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",1-0,31,180+2
1820,1844,B07,Pirc Defense,0-1,122,180+2
2208,2171,D74,Neo-Grünfeld Defense: Delayed Exchange Variation,1/2-1/2,106,180+2
2228,2232,D31,Semi-Slav Defense: Accelerated Move Order,0-1,68,180+2
1264,1263,D06,Queen's Gambit Declined: Marshall Defense,1-0,37,180+2
1128,1209,C24,Bishop's Opening: Berlin Defense,1-0,37,180+2
1411,1506,C25,"Vienna Gambit, with Max Lange Defense",1/2-1/2,90,180+2
2315,2281,B27,Sicilian Defense: Hyperaccelerated Dragon,1-0,91,180+2
2041,2096,C47,Four Knights Game: Scotch Variation,1-0,107,60+0
1773,1426,B10,Caro-Kann Defense,1-0,97,180+0
1069,1673,A40,Englund Gambit,0-1,58,180+0
1658,1850,D00,Queen's Pawn Game: Levitsky Attack,0-1,74,180+0
1735,1823,B01,Scandinavian Defense: Modern Variation,1-0,23,180+0
1504,1245,C30,King's Gambit Declined: Keene's Defense,0-1,42,180+0
759,1629,B01,Scandinavian Defense,0-1,12,180+0
1438,1583,B10,Caro-Kann Defense,0-1,34,180+0
1390,1688,B06,Modern Defense,1-0,127,180+0
1175,1133,C40,King's Pawn Game: Busch-Gass Gambit,1-0,91,180+0
1663,1645,A00,Grob Opening,1-0,53,0+4
813,723,A04,Zukertort Opening: Queen's Gambit Invitation,1-0,139,600+0
1435,1441,D00,Queen's Pawn Game: Accelerated London System,0-1,78,600+0
2087,2087,E73,King's Indian Defense: Semi-Averbakh System,1-0,67,600+0
1325,1299,C50,"Italian Game: Giuoco Pianissimo, Normal",1-0,53,600+0
1580,1592,D30,Queen's Gambit Declined,1-0,85,600+0
2039,2035,A40,Horwitz Defense,1-0,27,600+0
1549,1547,C34,King's Gambit Accepted: Bonsch-Osmolovsky Variation,1-0,91,600+0
1164,1185,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,142,600+0
917,819,A80,Dutch Defense,0-1,13,600+0
1194,1258,C23,Bishop's Opening: Boi Variation,1-0,89,600+0
1465,1472,D01,Richter-Veresov Attack,0-1,52,600+0
1364,1395,A00,Valencia Opening,1-0,45,600+0
1722,1722,A08,King's Indian Attack: Sicilian Variation,0-1,60,180+0
1915,1864,E76,King's Indian Defense: Four Pawns Attack,0-1,56,180+0
1272,1270,B12,Caro-Kann Defense: Masi Variation,1-0,31,180+0
1718,1721,B41,Sicilian Defense: Kan Variation,1-0,77,180+0
1624,1662,A02,Bird Opening,0-1,32,180+0
2085,2160,A00,Van't Kruijs Opening,0-1,140,180+0
1326,1353,A00,Van't Kruijs Opening,0-1,64,180+0
1731,1737,A48,Torre Attack: Fianchetto Defense,0-1,100,180+0
1993,1962,B10,Caro-Kann Defense: Accelerated Panov Attack,0-1,78,60+0
1479,1485,A00,"Polish Opening, with d5",1-0,45,60+0
1440,1432,A40,Horwitz Defense,0-1,48,60+0
2355,2294,A00,Hungarian Opening: Indian Defense,1-0,59,60+0
1534,1542,D43,Semi-Slav Defense,1-0,33,60+0
1872,1807,B21,Sicilian Defense: Smith-Morra Gambit,0-1,72,60+0
1386,1300,D00,Queen's Pawn Game: Accelerated London System,0-1,74,60+0
1596,1609,B50,Sicilian Defense: Modern Variations,1-0,49,60+0
2396,2427,B00,Barnes Defense,0-1,102,60+0
1978,1805,A00,Van't Kruijs Opening,0-1,58,60+0
1313,1293,A40,Englund Gambit,0-1,50,120+1
1372,1373,A45,Indian Defense,0-1,62,120+1
1416,1176,B01,Scandinavian Defense,0-1,22,120+1
850,991,C47,Four Knights Game: Scotch Variation,0-1,56,120+1
1251,1240,C50,"Italian Game: Giuoco Pianissimo, Canal Variation",1-0,91,120+1
2083,2175,B23,Sicilian Defense: Closed,1-0,133,300+0
1680,1833,A45,Indian Defense: Accelerated London System,1-0,155,300+0
2234,1745,D11,Slav Defense: Modern Line,1-0,91,300+0
1609,2082,B50,Sicilian Defense: Modern Variations,1-0,93,300+0
1189,1683,C00,Rat Defense: Small Center Defense,0-1,30,300+0
1903,1330,B00,Owen Defense,1-0,43,60+0
1326,1957,A40,Horwitz Defense,0-1,45,60+0
1505,1547,C62,Ruy Lopez: Steinitz Defense,0-1,36,60+0
1393,1459,C44,Scotch Game: Lolli Variation,1-0,43,60+0
1322,1470,A13,English Opening: Agincourt Defense,0-1,18,60+0
1881,1811,B09,"Pirc Defense: Austrian Attack, Weiss Variation",0-1,42,180+1
1411,1449,D02,Queen's Pawn Game: Anti-Torre,0-1,70,180+2
1288,1291,A00,Van't Kruijs Opening,1-0,77,180+0
1915,1921,A45,"Queen's Pawn Game: Veresov, Richter Attack",1-0,119,180+0
1814,1828,B00,Carr Defense,1-0,47,180+0
1956,2004,C40,Elephant Gambit,0-1,33,180+0
2239,2233,C03,French Defense: Tarrasch Variation,0-1,60,180+0
1687,1779,A80,Dutch Defense,1-0,45,180+0
1643,1677,B06,Modern Defense,1-0,74,180+0
1271,1253,A00,Anderssen's Opening,0-1,32,180+0
1107,999,C29,Vienna Game: Vienna Gambit,0-1,32,180+0
2059,2069,C42,Petrov's Defense: French Attack,0-1,146,180+0
1500,1491,C53,Italian Game: Classical Variation,1-0,23,180+0
1160,1133,A43,Benoni Defense: Benoni Gambit Accepted,1-0,69,180+0
2573,2347,D02,Queen's Pawn Game: London System,1-0,53,180+0
2256,2161,A00,Hungarian Opening: Indian Defense,0-1,96,180+0
1902,1836,A00,Saragossa Opening,1-0,81,180+0
1804,1810,C44,Scotch Game: Lolli Variation,1-0,67,180+0
1160,883,A01,Nimzo-Larsen Attack,1-0,43,180+3
1907,1900,B01,Scandinavian Defense: Main Line,0-1,58,120+1
1050,1077,C65,"Ruy Lopez: Berlin Defense, Anti-Berlin Variation",0-1,64,120+1
1107,1135,E81,"King's Indian Defense: Sämisch Variation, Normal Defense",1-0,45,120+1
1434,1443,C00,French Defense: Horwitz Attack,1-0,38,120+1
2031,2012,A42,Modern Defense: Averbakh System,1-0,67,120+1
1407,1402,C00,French Defense: Normal Variation,0-1,46,120+1
1324,1206,B10,Caro-Kann Defense,1-0,85,120+1
1521,1537,A41,Queen's Pawn Game,0-1,118,120+1
2113,2117,B32,Sicilian Defense: Kalashnikov Variation,0-1,30,120+1
1898,1826,C33,"King's Gambit Accepted: Bishop's Gambit, Maurian Defense",0-1,38,120+1
1939,1916,C01,French Defense: Exchange Variation,0-1,56,120+1
1675,1702,C25,Vienna Game: Max Lange Defense,0-1,55,120+1
1598,1624,D00,Queen's Pawn Game: Accelerated London System,1-0,85,120+1
1560,1566,D00,Blackmar-Diemer Gambit: Blackmar Gambit,1-0,47,15+0
1858,1846,B23,Sicilian Defense: Closed,1-0,85,60+0
2432,2446,B00,Pirc Defense,1-0,33,60+0
1840,1799,B10,Caro-Kann Defense,1-0,53,60+0
2067,2079,D00,Queen's Pawn Game: Accelerated London System,0-1,58,60+0
1554,1508,C41,Philidor Defense,0-1,62,60+0
2161,2189,C00,French Defense: Normal Variation,0-1,40,60+0
1059,1062,B00,Owen Defense,1-0,97,600+0
1005,954,B00,Pirc Defense,1-0,15,600+0
1602,1614,E70,King's Indian Defense: Accelerated Averbakh Variation,0-1,24,600+0
1063,1100,C66,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",1-0,26,600+0
1450,1509,C02,French Defense: Advance Variation,1-0,37,600+0
1556,1567,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",0-1,60,600+0
1034,1022,A45,Queen's Pawn Game: Chigorin Variation,0-1,50,600+0
846,838,A45,Indian Defense: Accelerated London System,0-1,22,600+0
1861,1858,A06,Zukertort Opening: Tennison Gambit,0-1,94,600+0
2031,2036,C01,French Defense: Exchange Variation,1-0,91,600+0
1265,1238,C21,Center Game: Lanc-Arnold Gambit,0-1,18,600+0
1623,1593,A01,Nimzo-Larsen Attack,1-0,25,180+0
1069,1123,B00,Owen Defense,1-0,51,180+0
2075,2069,C25,"Vienna Gambit, with Max Lange Defense",0-1,66,180+0
1664,1664,C20,King's Pawn Game: Leonardis Variation,1-0,37,180+0
2385,2306,A47,Pseudo Queen's Indian Defense,1-0,63,180+0
1766,1769,C46,Three Knights Opening,1-0,87,180+0
1725,1713,C62,Ruy Lopez: Steinitz Defense,0-1,54,180+0
1847,1850,B00,Nimzowitsch Defense: Williams Variation,1-0,31,180+0
1490,1538,D00,Queen's Pawn Game: Chigorin Variation,1-0,65,180+0
1651,1652,C42,Petrov's Defense: Cozio Attack,0-1,128,180+0
1746,1750,A05,Zukertort Opening: Nimzo-Larsen Variation,0-1,56,180+0
1477,1500,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",0-1,28,180+0
1836,1858,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",1-0,123,180+0
1557,1568,B23,"Sicilian Defense: Closed, Traditional",0-1,34,180+0
1863,2144,D37,Queen's Gambit Declined: Barmen Variation,1-0,61,300+5
1819,1828,B44,Sicilian Defense: Taimanov Variation,0-1,64,180+0
1360,1300,C42,Petrov's Defense,0-1,104,600+0
1751,1786,D01,"Rapport-Jobava System, with e6",0-1,122,300+0
1557,1497,D35,Queen's Gambit Declined: Exchange Variation,0-1,46,300+0
1013,1014,C00,French Defense,1-0,87,300+0
2120,2065,A00,Hungarian Opening: Sicilian Invitation,1-0,93,300+0
1889,1930,B15,Caro-Kann Defense: Campomanes Attack,1-0,63,300+0
1360,1270,C40,King's Pawn Game: Busch-Gass Gambit,0-1,52,300+0
1993,2030,D00,Queen's Pawn Game: Mason Attack,0-1,44,300+0
1490,1491,C20,King's Pawn Game: Wayward Queen Attack,1-0,59,300+0
1487,1472,B00,St. George Defense,1-0,81,300+0
1828,1839,D94,"Grünfeld Defense: Three Knights Variation, Paris Variation",1-0,29,300+0
984,951,C26,Vienna Game: Stanley Variation,0-1,38,300+0
1581,1584,C23,Bishop's Opening: Boi Variation,0-1,32,300+0
1075,1020,C41,Philidor Defense,0-1,72,300+0
1808,1823,A45,Indian Defense: Accelerated London System,0-1,52,300+0
1180,1120,A40,Englund Gambit,0-1,94,300+0
1749,1727,B20,Sicilian Defense: Wing Gambit,0-1,55,300+0
1727,1701,C50,Italian Game: Giuoco Piano,1-0,77,300+0
1685,1636,D00,Queen's Pawn Game,1-0,79,300+0
1804,1837,D00,Blackmar-Diemer Gambit,1-0,83,120+1
2039,2074,C64,Ruy Lopez: Classical Variation,0-1,45,300+3
927,958,B51,Sicilian Defense: Moscow Variation,1-0,43,300+3
1421,1442,A06,Nimzo-Larsen Attack: Classical Variation,0-1,74,300+3
1263,1184,D00,Queen's Pawn Game: Accelerated London System,1-0,105,300+3
1280,1306,B21,Sicilian Defense: Smith-Morra Gambit Accepted,1-0,47,300+3
1749,1731,D00,Queen's Pawn Game: Accelerated London System,1-0,77,300+3
1775,1809,B50,Sicilian Defense: Modern Variations,1-0,75,300+3
1034,997,C68,"Ruy Lopez: Exchange Variation, Lutikov Variation",1-0,33,300+3
1361,1333,C25,Vienna Game: Max Lange Defense,1/2-1/2,117,300+3
1314,1161,D00,Queen's Pawn Game: Accelerated London System,1-0,45,300+3
1165,1123,C50,"Italian Game: Giuoco Pianissimo, Normal",0-1,30,600+5
1614,1043,A40,Horwitz Defense,1-0,35,600+5
1175,678,C40,King's Pawn Game: Busch-Gass Gambit,1-0,31,600+5
1409,744,C40,King's Pawn Game: Busch-Gass Gambit,1-0,45,600+5
1066,849,C24,Bishop's Opening: Berlin Defense,1-0,26,600+5
545,907,C00,French Defense: Knight Variation,0-1,12,600+5
1140,704,C50,Italian Game,1-0,87,600+5
1798,1812,E40,Nimzo-Indian Defense: Rubinstein System,1-0,71,180+0
860,923,D00,Queen's Pawn Game: Accelerated London System,0-1,72,180+0
2250,2087,C53,"Italian Game: Classical Variation, Closed Variation",1-0,59,180+0
1600,1582,B22,Sicilian Defense: Alapin Variation,0-1,38,180+0
833,1821,B17,Caro-Kann Defense: Karpov Variation,0-1,42,180+0
1876,1888,C44,Scotch Game: Göring Gambit,1-0,61,180+0
1830,1838,B32,Sicilian Defense: Open,0-1,103,180+0
2025,2023,A49,Indian Defense: Przepiorka Variation,1-0,58,180+0
1957,1959,B12,"Caro-Kann Defense: Advance Variation, Tal Variation",1-0,109,600+0
1473,1483,C41,Philidor Defense,1-0,87,600+0
1472,1418,A46,Indian Defense: Knights Variation,0-1,82,600+0
1349,1317,A46,Indian Defense: London System,0-1,118,600+0
1295,1287,B30,Sicilian Defense: Old Sicilian,0-1,52,600+0
1120,1106,C41,Philidor Defense,1-0,74,600+0
1803,1787,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,33,600+0
1720,1736,A01,Nimzo-Larsen Attack,0-1,92,600+0
2361,2413,C50,"Italian Game: Giuoco Pianissimo, Normal",0-1,64,600+0
1642,1715,C50,Italian Game: Paris Defense,1-0,67,600+0
773,617,C33,King's Gambit Accepted: Breyer Gambit,1-0,69,600+0
1409,1386,D02,Queen's Pawn Game: Zukertort Variation,0-1,88,600+0
1834,1797,B43,"Sicilian Defense: Kan Variation, Knight Variation",0-1,77,180+0
1570,1795,D01,Rapport-Jobava System,1-0,113,180+0
1843,1819,A01,Nimzo-Larsen Attack: Modern Variation,0-1,98,180+0
1562,1623,B00,Owen Defense,0-1,80,180+0
1710,1798,C50,Italian Game: Giuoco Pianissimo,0-1,74,180+0
1455,1618,B01,Scandinavian Defense,0-1,14,180+0
1335,1879,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,52,180+0
1785,1684,C35,King's Gambit Accepted: Cunningham Defense,1-0,65,180+0
1410,1431,C44,Ponziani Opening: Jaenisch Counterattack,0-1,17,120+0
1351,1391,B23,Sicilian Defense: Grand Prix Attack,0-1,40,900+10
1605,1612,B30,Sicilian Defense: Old Sicilian,1-0,7,900+10
1182,1207,D00,Queen's Pawn Game,0-1,82,900+10
2254,2611,B21,Sicilian Defense: Smith-Morra Gambit Accepted,0-1,92,30+0
1958,1966,B01,Scandinavian Defense: Blackburne Gambit,0-1,37,180+0
2605,2592,C02,"French Defense: Advance Variation, Euwe Variation",0-1,70,60+0
1630,1652,C00,French Defense: Knight Variation,0-1,104,300+0
1529,1563,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0-1,112,300+0
1607,1628,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",0-1,72,300+0
1520,1484,E61,King's Indian Defense,1-0,78,300+0
2206,2275,B06,Modern Defense,1-0,50,300+0
1858,1863,D11,Slav Defense: Quiet Variation,0-1,80,300+0
1501,1469,B01,Scandinavian Defense: Main Line,0-1,68,300+0
1449,1385,A40,Polish Defense,1-0,96,300+0
1070,1160,C47,Four Knights Game: Italian Variation,1-0,109,300+0
1779,1764,B07,Pirc Defense,1-0,53,300+0
906,917,C41,Philidor Defense,1-0,37,300+0
640,744,C20,King's Pawn Game: MacLeod Attack,1-0,95,300+0
1359,1371,C44,Scotch Game: Haxo Gambit,1/2-1/2,72,300+0
1037,1017,D02,Queen's Pawn Game: Chigorin Variation,0-1,62,300+0
1201,1267,A40,Queen's Pawn Game,1/2-1/2,144,300+0
1788,1837,C40,King's Pawn Game: Damiano Defense,1-0,113,300+0
1707,1729,B01,Scandinavian Defense: Main Line,0-1,125,300+0
1748,1753,B06,Modern Defense,1-0,65,300+0
970,955,A00,Hungarian Opening,1-0,45,300+0
996,907,B20,Sicilian Defense,1-0,29,15+0
1610,1717,A01,Nimzo-Larsen Attack: Graz Attack,1-0,73,60+0
1943,1935,A00,Grob Opening: Grob Gambit,1-0,93,60+0
2168,2168,C44,Scotch Game,1-0,49,60+0
1548,1555,A40,Englund Gambit Declined: Reversed Brooklyn,1-0,59,60+0
2154,2174,B10,Caro-Kann Defense: Two Knights Attack,0-1,104,60+0
1897,1922,C40,Elephant Gambit,0-1,74,60+0
1693,1649,A40,Englund Gambit,1-0,37,60+0
2186,2269,A00,Hungarian Opening: Symmetrical Variation,0-1,74,60+0
1761,1755,D03,Queen's Pawn Game: Torre Attack,1-0,57,60+0
1745,1763,A82,Dutch Defense: Staunton Gambit Accepted,1-0,115,180+0
2185,2196,A45,Indian Defense: Accelerated London System,0-1,76,180+0
2216,2203,A05,King's Indian Attack,0-1,64,180+0
1501,1436,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",0-1,52,180+0
1823,1775,C00,French Defense: Normal Variation,1-0,61,180+0
1759,1844,A00,Grob Opening: Grob Gambit,0-1,52,180+0
2160,2199,D20,Queen's Gambit Accepted,0-1,58,60+0
2343,2308,D00,Queen's Pawn Game: Accelerated London System,1-0,129,60+0
2696,2494,D10,Slav Defense: Exchange Variation,1-0,59,60+0
1842,1867,C44,Scotch Game: Lolli Variation,1-0,56,60+0
1060,1038,A01,Nimzo-Larsen Attack: Classical Variation,1-0,59,60+0
2299,2251,A00,Barnes Opening,0-1,60,60+0
1707,1695,B13,Caro-Kann Defense: Exchange Variation,1-0,67,60+0
2434,2479,A40,Polish Defense,1-0,93,60+0
1985,2062,B27,Sicilian Defense,0-1,6,60+0
1768,1750,A45,Indian Defense,0-1,74,60+0
1722,1732,A43,Benoni Defense: Old Benoni,0-1,98,60+0
1626,1589,A04,Zukertort Opening: Kingside Fianchetto,0-1,94,60+0
2073,2073,B33,Sicilian Defense: Open,0-1,58,60+0
2152,2158,D10,"Slav Defense: Slav Gambit, Alekhine Attack",0-1,74,60+0
1820,1830,A41,Queen's Pawn Game,0-1,102,60+0
1465,1494,A00,Van't Kruijs Opening,1-0,21,60+0
1023,1500,C50,Italian Game: Giuoco Piano,1-0,45,900+10
1036,1108,D30,Queen's Gambit Declined,0-1,36,60+1
2032,1902,C00,French Defense: Queen's Knight,1-0,67,30+0
1474,1425,B06,"Modern Defense: Mongredien Defense, with Nf3",0-1,52,180+0
2952,2811,A07,"King's Indian Attack, with e6",1-0,47,30+0
2342,2085,B00,Pirc Defense,1-0,59,30+0
